Interactive Elements:
ID: mache-0 | Parent: none | Tag: div | Role: div | Text: "             " | Bounds: 0.0000,0.0000,1.0000,10.2299 | Path: div.logged-out.env-production
ID: mache-205 | Parent: mache-204 | Tag: div | Role: div | Text: "Mona the Octocat, Copilot, and Ducky float jubilantly upward from behind the ..." | Bounds: 0.0000,0.0000,1.0000,1.4147 | Path: div > div.lp-Home > section > div.lp-Intro
ID: mache-206 | Parent: mache-205 | Tag: div | Role: div | Text: "The future of building happens togetherTools and trends evolve, but collabora..." | Bounds: 0.0000,0.1519,1.0000,0.2780 | Path: div.lp-Home > section > div.lp-Intro > div.lp-IntroHero
ID: mache-207 | Parent: mache-206 | Tag: section | Role: region | Text: "The future of building happens togetherTools and trends evolve, but collabora..." | Bounds: 0.2469,0.1519,0.5062,0.1965 | Path: section > div.lp-Intro > div.lp-IntroHero > section.Primer_Brand__Hero-module__Hero___EM3jf.lp-IntroHero-hero
ID: mache-208 | Parent: mache-207 | Tag: div | Role: div | Text: "The future of building happens togetherTools and trends evolve, but collabora..." | Bounds: 0.2594,0.1519,0.4813,0.1965 | Path: div.lp-Intro > div.lp-IntroHero > section.Primer_Brand__Hero-module__Hero___EM3jf.lp-IntroHero-hero > div.Primer_Brand__Grid-module__Grid___q48mT
ID: mache-209 | Parent: mache-208 | Tag: div | Role: div | Text: "The future of building happens togetherTools and trends evolve, but collabora..." | Bounds: 0.2594,0.1519,0.4813,0.1965 | Path: div.lp-IntroHero > section.Primer_Brand__Hero-module__Hero___EM3jf.lp-IntroHero-hero > div.Primer_Brand__Grid-module__Grid___q48mT > div
ID: mache-210 | Parent: mache-209 | Tag: div | Role: div | Text: "The future of building happens togetherTools and trends evolve, but collabora..." | Bounds: 0.2594,0.1519,0.4813,0.1965 | Path: section.Primer_Brand__Hero-module__Hero___EM3jf.lp-IntroHero-hero > div.Primer_Brand__Grid-module__Grid___q48mT > div > div
ID: mache-211 | Parent: mache-210 | Tag: h1 | Role: heading | Text: "The future of building happens together" | Bounds: 0.2594,0.1519,0.4813,0.1280 | Path: div.Primer_Brand__Grid-module__Grid___q48mT > div > div > h1
ID: mache-212 | Parent: mache-206 | Tag: div | Role: div | Text: "Enter your emailSign up for GitHubTry GitHub Copilot" | Bounds: 0.3179,0.3780,0.3642,0.0519 | Path: section > div.lp-Intro > div.lp-IntroHero > div.CtaForm
ID: mache-213 | Parent: mache-212 | Tag: form | Role: form | Text: "Sign up for GitHub" | Bounds: 0.3179,0.3780,0.2491,0.0519 | Path: div.lp-Intro > div.lp-IntroHero > div.CtaForm > form
ID: mache-214 | Parent: mache-213 | Tag: input | Role: textbox | Text: "hidden" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.lp-IntroHero > div.CtaForm > form > input
ID: mache-215 | Parent: mache-213 | Tag: section | Role: region | Text: "Enter your emailSign up for GitHub" | Bounds: 0.3179,0.3780,0.2491,0.0519 | Path: div.lp-IntroHero > div.CtaForm > form > section.CtaFormControl
ID: mache-216 | Parent: mache-215 | Tag: div | Role: div | Text: "Enter your emailSign up for GitHub" | Bounds: 0.3179,0.3780,0.2491,0.0519 | Path: div.CtaForm > form > section.CtaFormControl > div.CtaFormControl-container
ID: mache-217 | Parent: mache-216 | Tag: div | Role: div | Text: "Enter your email" | Bounds: 0.3200,0.3817,0.1365,0.0444 | Path: form > section.CtaFormControl > div.CtaFormControl-container > div.CtaFormControl-field-wrap
ID: mache-218 | Parent: mache-217 | Tag: input | Role: textbox | Text: "email" | Bounds: 0.3205,0.3826,0.1354,0.0426 | Path: div.CtaFormControl-container > div.CtaFormControl-field-wrap > span > input.TextInput.CtaFormControl-input
ID: mache-219 | Parent: mache-216 | Tag: button | Role: button | Text: "Sign up for GitHub" | Bounds: 0.4585,0.3817,0.1064,0.0444 | Path: form > section.CtaFormControl > div.CtaFormControl-container > button.CtaForm-primaryAction.CtaFormControl-button
ID: mache-220 | Parent: mache-212 | Tag: a | Role: link | Text: "Try GitHub Copilot" | Bounds: 0.5753,0.3780,0.1068,0.0519 | Path: div.lp-Intro > div.lp-IntroHero > div.CtaForm > a.CtaForm-secondaryAction.CtaForm-nextToFormAction
ID: mache-221 | Parent: mache-205 | Tag: div | Role: div | Text: "GitHub featuresA demonstration animation of a code editor using GitHub Copilo..." | Bounds: 0.1755,0.7630,0.6490,0.6517 | Path: div.lp-Home > section > div.lp-Intro > div.lp-HeroCarousel
ID: mache-222 | Parent: mache-221 | Tag: h2 | Role: heading | Text: "GitHub features" | Bounds: 0.1755,0.7630,0.0005,0.0009 | Path: section > div.lp-Intro > div.lp-HeroCarousel > h2.visually-hidden
ID: mache-223 | Parent: mache-221 | Tag: div | Role: div | Text: "" | Bounds: 0.1547,1.3554,0.6490,0.0407 | Path: section > div.lp-Intro > div.lp-HeroCarousel > div.lp-HeroCarousel-playButton
ID: mache-224 | Parent: mache-223 | Tag: button | Role: button | Text: "Pause" | Bounds: 0.7807,1.3554,0.0229,0.0407 | Path: div.lp-Intro > div.lp-HeroCarousel > div.lp-HeroCarousel-playButton > button.PlayButton
ID: mache-225 | Parent: mache-221 | Tag: div | Role: div | Text: "A demonstration animation of a code editor using GitHub Copilot Chat, where t..." | Bounds: 0.1755,0.7630,0.6490,0.6517 | Path: section > div.lp-Intro > div.lp-HeroCarousel > div.lp-HeroCarousel-container
ID: mache-226 | Parent: mache-225 | Tag: div | Role: div | Text: "A demonstration animation of a code editor using GitHub Copilot Chat, where t..." | Bounds: 0.1755,0.7630,0.6490,0.6517 | Path: div.lp-Intro > div.lp-HeroCarousel > div.lp-HeroCarousel-container > div.lp-HeroCarousel-content
ID: mache-227 | Parent: mache-226 | Tag: div | Role: div | Text: "A demonstration animation of a code editor using GitHub Copilot Chat, where t..." | Bounds: 0.1865,0.7824,0.6271,0.6323 | Path: div.lp-HeroCarousel > div.lp-HeroCarousel-container > div.lp-HeroCarousel-content > div.lp-HeroCarousel-visual
ID: mache-228 | Parent: mache-227 | Tag: div | Role: div | Text: "A demonstration animation of a code editor using GitHub Copilot Chat, where t..." | Bounds: 0.1865,0.7824,0.0000,0.6323 | Path: div.lp-HeroCarousel-container > div.lp-HeroCarousel-content > div.lp-HeroCarousel-visual > div
ID: mache-229 | Parent: mache-228 | Tag: video | Role: video | Text: "" | Bounds: 0.1865,0.7824,0.6271,0.6323 | Path: div.lp-HeroCarousel-content > div.lp-HeroCarousel-visual > div > video
ID: mache-230 | Parent: mache-204 | Tag: div | Role: div | Text: "CodePlanCollaborateAutomateSecureCodeWrite, test, and fix code quickly with G..." | Bounds: 0.0000,1.4147,1.0000,0.2389 | Path: div > div.lp-Home > section > div.HeroCarouselControls
ID: mache-231 | Parent: mache-230 | Tag: div | Role: div | Text: "CodePlanCollaborateAutomateSecureCode" | Bounds: 0.0125,1.4443,0.9750,0.0537 | Path: div.lp-Home > section > div.HeroCarouselControls > div.Toggle-wrapper
ID: mache-232 | Parent: mache-231 | Tag: div | Role: tablist | Text: "CodePlanCollaborateAutomateSecure" | Bounds: 0.3219,1.4443,0.3563,0.0537 | Path: section > div.HeroCarouselControls > div.Toggle-wrapper > div.Toggle-container
ID: mache-233 | Parent: mache-232 | Tag: div | Role: div | Text: "CodePlanCollaborateAutomateSecure" | Bounds: 0.3224,1.4452,0.3552,0.0519 | Path: div.HeroCarouselControls > div.Toggle-wrapper > div.Toggle-container > div.Toggle
ID: mache-234 | Parent: mache-233 | Tag: button | Role: tab | Text: "Code" | Bounds: 0.3266,1.4526,0.0677,0.0370 | Path: div.Toggle-wrapper > div.Toggle-container > div.Toggle > button.Toggle-button.Toggle-button--selected
ID: mache-235 | Parent: mache-233 | Tag: button | Role: tab | Text: "Plan" | Bounds: 0.3964,1.4526,0.0677,0.0370 | Path: div.Toggle-wrapper > div.Toggle-container > div.Toggle > button.Toggle-button
ID: mache-236 | Parent: mache-233 | Tag: button | Role: tab | Text: "Collaborate" | Bounds: 0.4661,1.4526,0.0677,0.0370 | Path: div.Toggle-wrapper > div.Toggle-container > div.Toggle > button.Toggle-button
ID: mache-237 | Parent: mache-233 | Tag: button | Role: tab | Text: "Automate" | Bounds: 0.5359,1.4526,0.0677,0.0370 | Path: div.Toggle-wrapper > div.Toggle-container > div.Toggle > button.Toggle-button
ID: mache-238 | Parent: mache-233 | Tag: button | Role: tab | Text: "Secure" | Bounds: 0.6057,1.4526,0.0677,0.0370 | Path: div.Toggle-wrapper > div.Toggle-container > div.Toggle > button.Toggle-button
ID: mache-239 | Parent: mache-231 | Tag: div | Role: div | Text: "Code" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: section > div.HeroCarouselControls > div.Toggle-wrapper > div.Toggle-menu--isHidden
ID: mache-240 | Parent: mache-239 | Tag: div | Role: div | Text: "Code" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.HeroCarouselControls > div.Toggle-wrapper > div.Toggle-menu--isHidden > div
ID: mache-241 | Parent: mache-240 | Tag: button | Role: button | Text: "Select a GitHub feature" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.Toggle-wrapper > div.Toggle-menu--isHidden > div > button
ID: mache-242 | Parent: mache-204 | Tag: div | Role: div | Text: "GitHub customersAmerican AirlinesDuolingoErnst and YoungFordInfoSysMercado Li..." | Bounds: 0.0000,1.6536,1.0000,0.1120 | Path: div > div.lp-Home > section > div
ID: mache-243 | Parent: mache-242 | Tag: div | Role: div | Text: "GitHub customersAmerican AirlinesDuolingoErnst and YoungFordInfoSysMercado Li..." | Bounds: 0.0000,1.6536,1.0000,0.1120 | Path: div.lp-Home > section > div > div.tmp-pb-7.Logos-logoSuite
ID: mache-244 | Parent: mache-243 | Tag: h2 | Role: heading | Text: "GitHub customers" | Bounds: 0.0000,1.6536,0.0005,0.0009 | Path: section > div > div.tmp-pb-7.Logos-logoSuite > h2.visually-hidden
ID: mache-245 | Parent: mache-243 | Tag: div | Role: div | Text: "American AirlinesDuolingoErnst and YoungFordInfoSysMercado LibreMercedes-Benz..." | Bounds: 0.0000,1.6536,0.9896,0.0667 | Path: section > div > div.tmp-pb-7.Logos-logoSuite > div
ID: mache-246 | Parent: mache-245 | Tag: button | Role: button | Text: "Pause animation" | Bounds: 0.9729,1.6869,0.0167,0.0296 | Path: div > div.tmp-pb-7.Logos-logoSuite > div > button
ID: mache-247 | Parent: mache-203 | Tag: section | Role: region | Text: "Accelerate your entire workflowFrom your first line of code to final deployme..." | Bounds: 0.0000,1.7656,1.0000,2.2279 | Path: div > div > div.lp-Home > section.lp-Section
ID: mache-248 | Parent: mache-247 | Tag: div | Role: div | Text: "Accelerate your entire workflowFrom your first line of code to final deployme..." | Bounds: 0.0000,1.7656,1.0000,2.2279 | Path: div > div.lp-Home > section.lp-Section > div.lp-SectionTemplate
ID: mache-249 | Parent: mache-248 | Tag: div | Role: div | Text: "Accelerate your entire workflowFrom your first line of code to final deployme..." | Bounds: 0.0000,1.7656,1.0000,1.0542 | Path: div.lp-Home > section.lp-Section > div.lp-SectionTemplate > div.lp-SectionBlock
ID: mache-250 | Parent: mache-249 | Tag: div | Role: div | Text: "Accelerate your entire workflowFrom your first line of code to final deployme..." | Bounds: 0.1667,1.7656,0.6667,1.0533 | Path: section.lp-Section > div.lp-SectionTemplate > div.lp-SectionBlock > div.lp-SectionBlock-content
ID: mache-251 | Parent: mache-250 | Tag: div | Role: div | Text: "Accelerate your entire workflowFrom your first line of code to final deployme..." | Bounds: 0.1667,1.7656,0.6667,0.4439 | Path: div.lp-SectionTemplate > div.lp-SectionBlock > div.lp-SectionBlock-content > div.lp-SectionIntro
ID: mache-252 | Parent: mache-251 | Tag: header | Role: banner | Text: "Accelerate your entire workflowFrom your first line of code to final deployme..." | Bounds: 0.1667,1.9943,0.6667,0.1411 | Path: div.lp-SectionBlock > div.lp-SectionBlock-content > div.lp-SectionIntro > header.lp-SectionIntro-content
ID: mache-253 | Parent: mache-252 | Tag: h2 | Role: heading | Text: "Accelerate your entire workflow" | Bounds: 0.3497,2.0165,0.3005,0.0444 | Path: div.lp-SectionBlock-content > div.lp-SectionIntro > header.lp-SectionIntro-content > h2.lp-SectionIntro-heading
ID: mache-254 | Parent: mache-250 | Tag: div | Role: div | Text: "A Copilot chat window with the 'Ask' mode enabled. The user switches from 'As..." | Bounds: 0.1667,2.2095,0.6667,0.6094 | Path: div.lp-SectionTemplate > div.lp-SectionBlock > div.lp-SectionBlock-content > div.lp-SectionHero
ID: mache-255 | Parent: mache-254 | Tag: div | Role: div | Text: "" | Bounds: 0.1667,2.2095,0.6667,0.0000 | Path: div.lp-SectionBlock > div.lp-SectionBlock-content > div.lp-SectionHero > div.lp-SectionHero-glow
ID: mache-256 | Parent: mache-255 | Tag: img | Role: img | Text: "" | Bounds: 0.3667,1.9789,0.2667,0.5764 | Path: div.lp-SectionBlock-content > div.lp-SectionHero > div.lp-SectionHero-glow > img.particles
ID: mache-257 | Parent: mache-254 | Tag: div | Role: div | Text: "" | Bounds: 0.1500,2.7596,0.6667,0.0407 | Path: div.lp-SectionBlock > div.lp-SectionBlock-content > div.lp-SectionHero > div.lp-SectionHero-playButton
ID: mache-258 | Parent: mache-257 | Tag: button | Role: button | Text: "Pause video" | Bounds: 0.7937,2.7596,0.0229,0.0407 | Path: div.lp-SectionBlock-content > div.lp-SectionHero > div.lp-SectionHero-playButton > button.PlayButton
ID: mache-259 | Parent: mache-254 | Tag: div | Role: div | Text: "A Copilot chat window with the 'Ask' mode enabled. The user switches from 'As..." | Bounds: 0.1667,2.2095,0.6667,0.6094 | Path: div.lp-SectionBlock > div.lp-SectionBlock-content > div.lp-SectionHero > div.lp-SectionHero-content.lp-SectionHero-content--hidden
ID: mache-260 | Parent: mache-259 | Tag: div | Role: div | Text: "A Copilot chat window with the 'Ask' mode enabled. The user switches from 'As..." | Bounds: 0.1667,2.2650,0.6667,0.6094 | Path: div.lp-SectionBlock-content > div.lp-SectionHero > div.lp-SectionHero-content.lp-SectionHero-content--hidden > div.lp-SectionHero-visual
ID: mache-261 | Parent: mache-260 | Tag: div | Role: div | Text: "A Copilot chat window with the 'Ask' mode enabled. The user switches from 'As..." | Bounds: 0.3776,2.3095,0.2448,0.5205 | Path: div.lp-SectionHero > div.lp-SectionHero-content.lp-SectionHero-content--hidden > div.lp-SectionHero-visual > div.lp-SectionHero-visual-frame.lp-SectionHero-visual-frame--copilotUI
ID: mache-262 | Parent: mache-261 | Tag: div | Role: div | Text: "A Copilot chat window with the 'Ask' mode enabled. The user switches from 'As..." | Bounds: 0.3823,2.3178,0.2354,0.5038 | Path: div.lp-SectionHero-content.lp-SectionHero-content--hidden > div.lp-SectionHero-visual > div.lp-SectionHero-visual-frame.lp-SectionHero-visual-frame--copilotUI > div
ID: mache-263 | Parent: mache-262 | Tag: video | Role: video | Text: "" | Bounds: 0.3823,2.3178,0.2354,0.5038 | Path: div.lp-SectionHero-visual > div.lp-SectionHero-visual-frame.lp-SectionHero-visual-frame--copilotUI > div > video.lp-SectionHero-visual-media.lp-SectionHero-visual-media--current
ID: mache-264 | Parent: mache-248 | Tag: div | Role: div | Text: "Your AI partner everywhere. Copilot is ready to work with you at each step of..." | Bounds: 0.0000,2.8198,1.0000,0.5266 | Path: div.lp-Home > section.lp-Section > div.lp-SectionTemplate > div.lp-SectionBlock
ID: mache-265 | Parent: mache-264 | Tag: div | Role: div | Text: "Your AI partner everywhere. Copilot is ready to work with you at each step of..." | Bounds: 0.1667,2.8198,0.6667,0.5257 | Path: section.lp-Section > div.lp-SectionTemplate > div.lp-SectionBlock > div.lp-SectionBlock-content.lp-SectionBlock-content--lines
ID: mache-266 | Parent: mache-265 | Tag: div | Role: div | Text: "Your AI partner everywhere. Copilot is ready to work with you at each step of..." | Bounds: 0.1672,2.8198,0.6656,0.5257 | Path: div.lp-SectionTemplate > div.lp-SectionBlock > div.lp-SectionBlock-content.lp-SectionBlock-content--lines > div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid
ID: mache-267 | Parent: mache-266 | Tag: div | Role: div | Text: "Your AI partner everywhere. Copilot is ready to work with you at each step of..." | Bounds: 0.1672,2.8198,0.3883,0.5257 | Path: div.lp-SectionBlock > div.lp-SectionBlock-content.lp-SectionBlock-content--lines > div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column
ID: mache-268 | Parent: mache-267 | Tag: div | Role: div | Text: "Your AI partner everywhere. Copilot is ready to work with you at each step of..." | Bounds: 0.1672,2.8383,0.3878,0.2305 | Path: div.lp-SectionBlock-content.lp-SectionBlock-content--lines > div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column > div.lp-SectionTemplate-content
ID: mache-269 | Parent: mache-268 | Tag: h3 | Role: heading | Text: "Your AI partner everywhere. Copilot is ready to work with you at each step of..." | Bounds: 0.1922,2.8976,0.3461,0.0570 | Path: div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column > div.lp-SectionTemplate-content > h3
ID: mache-270 | Parent: mache-268 | Tag: div | Role: div | Text: "Explore GitHub Copilot" | Bounds: 0.1922,2.9768,0.3461,0.0328 | Path: div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column > div.lp-SectionTemplate-content > div
ID: mache-271 | Parent: mache-270 | Tag: a | Role: link | Text: "Explore GitHub Copilot" | Bounds: 0.1922,2.9776,0.1130,0.0272 | Path: div.lp-SectionTemplate-grid-column > div.lp-SectionTemplate-content > div > a.Primer_Brand__Link-module__Link___lvKjM.lp-SectionTemplate-content-link
ID: mache-272 | Parent: mache-266 | Tag: div | Role: div | Text: "Duolingo boosts developer speed by 25% with GitHub CopilotRead customer story..." | Bounds: 0.5555,2.8198,0.2773,0.5257 | Path: div.lp-SectionBlock > div.lp-SectionBlock-content.lp-SectionBlock-content--lines > div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column
ID: mache-273 | Parent: mache-272 | Tag: div | Role: div | Text: "Duolingo boosts developer speed by 25% with GitHub CopilotRead customer story" | Bounds: 0.5555,2.8198,0.2773,0.2633 | Path: div.lp-SectionBlock-content.lp-SectionBlock-content--lines > div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column > div.lp-SectionTemplate-customer
ID: mache-274 | Parent: mache-273 | Tag: div | Role: div | Text: "Duolingo boosts developer speed by 25% with GitHub CopilotRead customer story" | Bounds: 0.5805,2.8976,0.2273,0.1439 | Path: div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column > div.lp-SectionTemplate-customer > div
ID: mache-275 | Parent: mache-274 | Tag: img | Role: img | Text: "Duolingo" | Bounds: 0.5805,2.8976,0.0708,0.0296 | Path: div.lp-SectionTemplate-customer > div > span.lp-SectionTemplate-customer-logo > img
ID: mache-276 | Parent: mache-274 | Tag: a | Role: link | Text: "Read customer story" | Bounds: 0.5805,3.0150,0.1036,0.0272 | Path: div.lp-SectionTemplate-grid-column > div.lp-SectionTemplate-customer > div > a.Primer_Brand__Link-module__Link___lvKjM.lp-SectionTemplate-customer-link
ID: mache-277 | Parent: mache-272 | Tag: div | Role: div | Text: "2025 Gartner® Magic Quadrant™ for AI Code AssistantsRead industry report" | Bounds: 0.5555,3.0831,0.2773,0.2624 | Path: div.lp-SectionBlock-content.lp-SectionBlock-content--lines > div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column > div.lp-SectionTemplate-customer
ID: mache-278 | Parent: mache-277 | Tag: div | Role: div | Text: "2025 Gartner® Magic Quadrant™ for AI Code AssistantsRead industry report" | Bounds: 0.5805,3.1609,0.2273,0.1439 | Path: div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column > div.lp-SectionTemplate-customer > div
ID: mache-279 | Parent: mache-278 | Tag: img | Role: img | Text: "Gartner" | Bounds: 0.5805,3.1609,0.0725,0.0296 | Path: div.lp-SectionTemplate-customer > div > span.lp-SectionTemplate-customer-logo > img
ID: mache-280 | Parent: mache-278 | Tag: a | Role: link | Text: "Read industry report" | Bounds: 0.5805,3.2783,0.1019,0.0272 | Path: div.lp-SectionTemplate-grid-column > div.lp-SectionTemplate-customer > div > a.Primer_Brand__Link-module__Link___lvKjM.lp-SectionTemplate-customer-link
ID: mache-281 | Parent: mache-248 | Tag: div | Role: div | Text: "Automate your path to productionShip faster with secure, reliable CI/CD.Explo..." | Bounds: 0.0000,3.3464,1.0000,0.6471 | Path: div.lp-Home > section.lp-Section > div.lp-SectionTemplate > div.lp-SectionBlock
ID: mache-282 | Parent: mache-281 | Tag: div | Role: div | Text: "Automate your path to productionShip faster with secure, reliable CI/CD.Explo..." | Bounds: 0.1667,3.3464,0.6667,0.6462 | Path: section.lp-Section > div.lp-SectionTemplate > div.lp-SectionBlock > div.lp-SectionBlock-content
ID: mache-283 | Parent: mache-282 | Tag: div | Role: div | Text: "Automate your path to productionShip faster with secure, reliable CI/CD.Explo..." | Bounds: 0.1667,3.3464,0.6667,0.6462 | Path: div.lp-SectionTemplate > div.lp-SectionBlock > div.lp-SectionBlock-content > div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid
ID: mache-284 | Parent: mache-283 | Tag: div | Role: div | Text: "" | Bounds: 0.5000,3.3464,0.4172,0.6462 | Path: div.lp-SectionBlock > div.lp-SectionBlock-content > div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column.lp-SectionTemplate-accordionVisual
ID: mache-285 | Parent: mache-284 | Tag: img | Role: img | Text: "" | Bounds: 0.5000,3.3464,0.4167,0.6462 | Path: div.lp-SectionBlock-content > div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column.lp-SectionTemplate-accordionVisual > img
ID: mache-286 | Parent: mache-284 | Tag: img | Role: img | Text: "" | Bounds: 0.4896,3.3303,0.4375,0.6785 | Path: div.lp-SectionBlock-content > div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column.lp-SectionTemplate-accordionVisual > img
ID: mache-287 | Parent: mache-284 | Tag: img | Role: img | Text: "" | Bounds: 0.4896,3.3303,0.4375,0.6785 | Path: div.lp-SectionBlock-content > div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column.lp-SectionTemplate-accordionVisual > img
ID: mache-288 | Parent: mache-284 | Tag: img | Role: img | Text: "" | Bounds: 0.4896,3.3303,0.4375,0.6785 | Path: div.lp-SectionBlock-content > div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column.lp-SectionTemplate-accordionVisual > img
ID: mache-289 | Parent: mache-283 | Tag: div | Role: div | Text: "Automate your path to productionShip faster with secure, reliable CI/CD.Explo..." | Bounds: 0.1667,3.3464,0.3333,0.6462 | Path: div.lp-SectionBlock > div.lp-SectionBlock-content > div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column.lp-SectionTemplate-accordionWrapper
ID: mache-290 | Parent: mache-289 | Tag: div | Role: div | Text: "Automate your path to productionShip faster with secure, reliable CI/CD.Explo..." | Bounds: 0.1917,3.4975,0.2833,0.1224 | Path: div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column.lp-SectionTemplate-accordionWrapper > dl.lp-Accordion > div.lp-AccordionItem
ID: mache-291 | Parent: mache-290 | Tag: button | Role: button | Text: "Automate your path to production" | Bounds: 0.1917,3.4975,0.2833,0.0285 | Path: dl.lp-Accordion > div.lp-AccordionItem > dt > button.lp-AccordionDisclosure
ID: mache-292 | Parent: mache-291 | Tag: div | Role: div | Text: "Automate your path to production" | Bounds: 0.1917,3.4975,0.2833,0.0285 | Path: div.lp-AccordionItem > dt > button.lp-AccordionDisclosure > div.lp-AccordionItem-summary
ID: mache-293 | Parent: mache-292 | Tag: h3 | Role: heading | Text: "Automate your path to production" | Bounds: 0.1917,3.4975,0.1831,0.0285 | Path: dt > button.lp-AccordionDisclosure > div.lp-AccordionItem-summary > h3.lp-AccordionItem-heading
ID: mache-294 | Parent: mache-290 | Tag: div | Role: div | Text: "Ship faster with secure, reliable CI/CD.Explore GitHub Actions" | Bounds: 0.1917,3.5297,0.2833,0.0707 | Path: dl.lp-Accordion > div.lp-AccordionItem > dd > div.lp-AccordionDisclosure-content
ID: mache-295 | Parent: mache-294 | Tag: div | Role: div | Text: "Ship faster with secure, reliable CI/CD.Explore GitHub Actions" | Bounds: 0.1917,3.5297,0.2833,0.0707 | Path: div.lp-AccordionItem > dd > div.lp-AccordionDisclosure-content > div.lp-AccordionContent
ID: mache-296 | Parent: mache-295 | Tag: a | Role: link | Text: "Explore GitHub Actions" | Bounds: 0.1917,3.5703,0.1146,0.0272 | Path: dd > div.lp-AccordionDisclosure-content > div.lp-AccordionContent > a.Primer_Brand__Link-module__Link___lvKjM
ID: mache-297 | Parent: mache-289 | Tag: div | Role: div | Text: "Code instantly from anywhereLaunch a full, cloud-based development environmen..." | Bounds: 0.1917,3.6199,0.2833,0.0739 | Path: div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column.lp-SectionTemplate-accordionWrapper > dl.lp-Accordion > div.lp-AccordionItem
ID: mache-298 | Parent: mache-297 | Tag: button | Role: button | Text: "Code instantly from anywhere" | Bounds: 0.1917,3.6421,0.2833,0.0285 | Path: dl.lp-Accordion > div.lp-AccordionItem > dt > button.lp-AccordionDisclosure
ID: mache-299 | Parent: mache-298 | Tag: div | Role: div | Text: "Code instantly from anywhere" | Bounds: 0.1917,3.6421,0.2833,0.0285 | Path: div.lp-AccordionItem > dt > button.lp-AccordionDisclosure > div.lp-AccordionItem-summary
ID: mache-300 | Parent: mache-299 | Tag: h3 | Role: heading | Text: "Code instantly from anywhere" | Bounds: 0.1917,3.6421,0.1610,0.0285 | Path: dt > button.lp-AccordionDisclosure > div.lp-AccordionItem-summary > h3.lp-AccordionItem-heading
ID: mache-301 | Parent: mache-297 | Tag: div | Role: div | Text: "Launch a full, cloud-based development environment in seconds.Explore GitHub ..." | Bounds: 0.1917,3.6743,0.2833,0.0000 | Path: dl.lp-Accordion > div.lp-AccordionItem > dd > div.lp-AccordionDisclosure-content
ID: mache-302 | Parent: mache-301 | Tag: div | Role: div | Text: "Launch a full, cloud-based development environment in seconds.Explore GitHub ..." | Bounds: 0.1917,3.6743,0.2833,0.0000 | Path: div.lp-AccordionItem > dd > div.lp-AccordionDisclosure-content > div.lp-AccordionContent
ID: mache-303 | Parent: mache-302 | Tag: a | Role: link | Text: "Explore GitHub Codespaces" | Bounds: 0.1917,3.7399,0.1368,0.0272 | Path: dd > div.lp-AccordionDisclosure-content > div.lp-AccordionContent > a.Primer_Brand__Link-module__Link___lvKjM
ID: mache-304 | Parent: mache-289 | Tag: div | Role: div | Text: "Keep momentum on the goManage projects and assign tasks to Copilot, all from ..." | Bounds: 0.1917,3.6938,0.2833,0.0739 | Path: div.Primer_Brand__Grid-module__Grid___q48mT.lp-SectionTemplate-grid > div.lp-SectionTemplate-grid-column.lp-SectionTemplate-accordionWrapper > dl.lp-Accordion > div.lp-AccordionItem
