Interactive Elements:
ID: mache-0 | Parent: none | Tag: header | Role: banner | Text: "   " | Bounds: 0.2500,0.0148,0.5000,0.0259 | Path: header
ID: mache-290 | Parent: mache-288 | Tag: a | Role: link | Text: "Ghostarchive" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-291 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments
ID: mache-292 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,0.9288,0.4927,0.0539 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-293 | Parent: mache-292 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,0.9325,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-294 | Parent: mache-293 | Tag: a | Role: link | Text: "9" | Bounds: 0.2562,0.9325,0.0074,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-295 | Parent: mache-292 | Tag: div | Role: div | Text: "      " | Bounds: 0.2687,0.9325,0.4760,0.0465 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-296 | Parent: mache-295 | Tag: a | Role: link | Text: "voice modems" | Bounds: 0.2687,0.9370,0.0580,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-297 | Parent: mache-295 | Tag: a | Role: link | Text: "historical" | Bounds: 0.3304,0.9388,0.0275,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_historical
ID: mache-298 | Parent: mache-295 | Tag: a | Role: link | Text: "computer.rip" | Bounds: 0.3624,0.9370,0.0469,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.domain
ID: mache-299 | Parent: mache-295 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,0.9576,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-300 | Parent: mache-299 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,0.9594,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-301 | Parent: mache-300 | Tag: img | Role: img | Text: "binjip978 avatar" | Bounds: 0.2687,0.9611,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-302 | Parent: mache-299 | Tag: a | Role: link | Text: "binjip978" | Bounds: 0.2933,0.9594,0.0340,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-303 | Parent: mache-299 | Tag: label | Role: label | Text: "caches" | Bounds: 0.3803,0.9594,0.0267,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > label.caches
ID: mache-304 | Parent: mache-299 | Tag: a | Role: heading | Text: "no comments" | Bounds: 0.4135,0.9594,0.0511,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-305 | Parent: mache-295 | Tag: input | Role: textbox | Text: "checkbox" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > input.caches_button
ID: mache-306 | Parent: mache-295 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > div.caches-dropdown
ID: mache-307 | Parent: mache-306 | Tag: a | Role: link | Text: "Archive.org" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-308 | Parent: mache-306 | Tag: a | Role: link | Text: "Ghostarchive" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-309 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments.zero
ID: mache-310 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,0.9827,0.4927,0.0539 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-311 | Parent: mache-310 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,0.9864,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-312 | Parent: mache-311 | Tag: a | Role: link | Text: "6" | Bounds: 0.2562,0.9864,0.0074,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-313 | Parent: mache-310 | Tag: div | Role: div | Text: "      " | Bounds: 0.2687,0.9864,0.4760,0.0465 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-314 | Parent: mache-313 | Tag: a | Role: link | Text: "How Rust Compiles (2025)" | Bounds: 0.2687,0.9909,0.1043,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-315 | Parent: mache-313 | Tag: a | Role: link | Text: "video" | Bounds: 0.3767,0.9928,0.0188,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_video
ID: mache-316 | Parent: mache-313 | Tag: a | Role: link | Text: "compilers" | Bounds: 0.3992,0.9928,0.0295,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_compilers
ID: mache-317 | Parent: mache-313 | Tag: a | Role: link | Text: "rust" | Bounds: 0.4324,0.9928,0.0148,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_rust
ID: mache-318 | Parent: mache-313 | Tag: a | Role: link | Text: "youtube.com" | Bounds: 0.4516,0.9909,0.0488,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.domain
ID: mache-319 | Parent: mache-313 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,1.0115,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-320 | Parent: mache-319 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,1.0133,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-321 | Parent: mache-320 | Tag: img | Role: img | Text: "Arch avatar" | Bounds: 0.2687,1.0151,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-322 | Parent: mache-319 | Tag: a | Role: link | Text: "Arch" | Bounds: 0.2933,1.0133,0.0171,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-323 | Parent: mache-319 | Tag: label | Role: label | Text: "caches" | Bounds: 0.3635,1.0133,0.0267,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > label.caches
ID: mache-324 | Parent: mache-319 | Tag: a | Role: heading | Text: "no comments" | Bounds: 0.3967,1.0133,0.0511,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-325 | Parent: mache-313 | Tag: input | Role: textbox | Text: "checkbox" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > input.caches_button
ID: mache-326 | Parent: mache-313 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > div.caches-dropdown
ID: mache-327 | Parent: mache-326 | Tag: a | Role: link | Text: "Archive.org" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-328 | Parent: mache-326 | Tag: a | Role: link | Text: "Ghostarchive" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-329 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments.zero
ID: mache-330 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,1.0367,0.4927,0.0539 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-331 | Parent: mache-330 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,1.0404,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-332 | Parent: mache-331 | Tag: a | Role: link | Text: "9" | Bounds: 0.2562,1.0404,0.0074,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-333 | Parent: mache-330 | Tag: div | Role: div | Text: "      " | Bounds: 0.2687,1.0404,0.4760,0.0465 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-334 | Parent: mache-333 | Tag: a | Role: link | Text: "FreeBSD Device Driver Book" | Bounds: 0.2687,1.0449,0.1138,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-335 | Parent: mache-333 | Tag: a | Role: link | Text: "book" | Bounds: 0.3862,1.0467,0.0179,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_book
ID: mache-336 | Parent: mache-333 | Tag: a | Role: link | Text: "c" | Bounds: 0.4078,1.0467,0.0084,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_c
ID: mache-337 | Parent: mache-333 | Tag: a | Role: link | Text: "freebsd" | Bounds: 0.4198,1.0467,0.0240,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_freebsd
ID: mache-338 | Parent: mache-333 | Tag: a | Role: link | Text: "github.com/ebrandi" | Bounds: 0.4482,1.0449,0.0729,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.domain
ID: mache-339 | Parent: mache-333 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,1.0654,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-340 | Parent: mache-339 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,1.0673,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-341 | Parent: mache-340 | Tag: img | Role: img | Text: "jturner avatar" | Bounds: 0.2687,1.0690,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-342 | Parent: mache-339 | Tag: a | Role: link | Text: "jturner" | Bounds: 0.2933,1.0673,0.0239,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-343 | Parent: mache-339 | Tag: label | Role: label | Text: "caches" | Bounds: 0.3703,1.0673,0.0267,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > label.caches
ID: mache-344 | Parent: mache-339 | Tag: a | Role: heading | Text: "no comments" | Bounds: 0.4035,1.0673,0.0511,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-345 | Parent: mache-333 | Tag: input | Role: textbox | Text: "checkbox" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > input.caches_button
ID: mache-346 | Parent: mache-333 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > div.caches-dropdown
ID: mache-347 | Parent: mache-346 | Tag: a | Role: link | Text: "Archive.org" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-348 | Parent: mache-346 | Tag: a | Role: link | Text: "Ghostarchive" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-349 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments.zero
ID: mache-350 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,1.0906,0.4927,0.0539 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-351 | Parent: mache-350 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,1.0943,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-352 | Parent: mache-351 | Tag: a | Role: link | Text: "5" | Bounds: 0.2562,1.0943,0.0074,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-353 | Parent: mache-350 | Tag: div | Role: div | Text: "      " | Bounds: 0.2687,1.0943,0.4760,0.0465 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-354 | Parent: mache-353 | Tag: a | Role: link | Text: "Running the Gauntlet: a tiny nodejs test runner" | Bounds: 0.2687,1.0988,0.1851,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-355 | Parent: mache-353 | Tag: a | Role: link | Text: "show" | Bounds: 0.4575,1.1007,0.0186,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_show
ID: mache-356 | Parent: mache-353 | Tag: a | Role: link | Text: "nodejs" | Bounds: 0.4798,1.1007,0.0218,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_nodejs
ID: mache-357 | Parent: mache-353 | Tag: a | Role: link | Text: "testing" | Bounds: 0.5053,1.1007,0.0220,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_testing
ID: mache-358 | Parent: mache-353 | Tag: a | Role: link | Text: "robey.lag.net" | Bounds: 0.5317,1.0988,0.0475,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.domain
ID: mache-359 | Parent: mache-353 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,1.1194,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-360 | Parent: mache-359 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,1.1212,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-361 | Parent: mache-360 | Tag: img | Role: img | Text: "robey avatar" | Bounds: 0.2687,1.1229,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-362 | Parent: mache-359 | Tag: a | Role: link | Text: "robey" | Bounds: 0.3274,1.1212,0.0210,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-363 | Parent: mache-359 | Tag: label | Role: label | Text: "caches" | Bounds: 0.4061,1.1212,0.0267,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > label.caches
ID: mache-364 | Parent: mache-359 | Tag: a | Role: heading | Text: "2 comments" | Bounds: 0.4393,1.1212,0.0463,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-365 | Parent: mache-353 | Tag: input | Role: textbox | Text: "checkbox" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > input.caches_button
ID: mache-366 | Parent: mache-353 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > div.caches-dropdown
ID: mache-367 | Parent: mache-366 | Tag: a | Role: link | Text: "Archive.org" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-368 | Parent: mache-366 | Tag: a | Role: link | Text: "Ghostarchive" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-369 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments
ID: mache-370 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,1.1445,0.4927,0.0539 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-371 | Parent: mache-370 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,1.1482,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-372 | Parent: mache-371 | Tag: a | Role: link | Text: "4" | Bounds: 0.2562,1.1482,0.0074,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-373 | Parent: mache-370 | Tag: div | Role: div | Text: "      " | Bounds: 0.2687,1.1482,0.4760,0.0465 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-374 | Parent: mache-373 | Tag: a | Role: link | Text: "Hacking the last Z80 computer ever, the Cidco Mailstation" | Bounds: 0.2687,1.1527,0.2299,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-375 | Parent: mache-373 | Tag: a | Role: link | Text: "video" | Bounds: 0.5024,1.1546,0.0188,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_video
ID: mache-376 | Parent: mache-373 | Tag: a | Role: link | Text: "retrocomputing" | Bounds: 0.5248,1.1546,0.0430,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_retrocomputing
ID: mache-377 | Parent: mache-373 | Tag: a | Role: link | Text: "fosdem.org" | Bounds: 0.5723,1.1527,0.0422,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.domain
ID: mache-378 | Parent: mache-373 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,1.1733,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-379 | Parent: mache-378 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,1.1751,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-380 | Parent: mache-379 | Tag: img | Role: img | Text: "lproven avatar" | Bounds: 0.2687,1.1769,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-381 | Parent: mache-378 | Tag: a | Role: link | Text: "lproven" | Bounds: 0.2933,1.1751,0.0275,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-382 | Parent: mache-378 | Tag: label | Role: label | Text: "caches" | Bounds: 0.3738,1.1751,0.0267,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > label.caches
ID: mache-383 | Parent: mache-378 | Tag: a | Role: heading | Text: "no comments" | Bounds: 0.4070,1.1751,0.0511,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-384 | Parent: mache-373 | Tag: input | Role: textbox | Text: "checkbox" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > input.caches_button
ID: mache-385 | Parent: mache-373 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > div.caches-dropdown
ID: mache-386 | Parent: mache-385 | Tag: a | Role: link | Text: "Archive.org" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-387 | Parent: mache-385 | Tag: a | Role: link | Text: "Ghostarchive" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-388 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments.zero
ID: mache-389 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,1.1985,0.4927,0.0539 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-390 | Parent: mache-389 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,1.2022,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-391 | Parent: mache-390 | Tag: a | Role: link | Text: "21" | Bounds: 0.2553,1.2022,0.0093,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-392 | Parent: mache-389 | Tag: div | Role: div | Text: "      " | Bounds: 0.2687,1.2022,0.4760,0.0465 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-393 | Parent: mache-392 | Tag: a | Role: link | Text: "(Cryptographic) Registries Considered Harmful (2020)" | Bounds: 0.2687,1.2067,0.2120,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-394 | Parent: mache-392 | Tag: a | Role: link | Text: "cryptography" | Bounds: 0.4844,1.2085,0.0381,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_cryptography
ID: mache-395 | Parent: mache-392 | Tag: a | Role: link | Text: "words.filippo.io" | Bounds: 0.5270,1.2067,0.0566,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.domain
ID: mache-396 | Parent: mache-392 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,1.2272,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-397 | Parent: mache-396 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,1.2291,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-398 | Parent: mache-397 | Tag: img | Role: img | Text: "runxiyu avatar" | Bounds: 0.2687,1.2308,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-399 | Parent: mache-396 | Tag: a | Role: link | Text: "runxiyu" | Bounds: 0.2933,1.2291,0.0270,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-400 | Parent: mache-396 | Tag: label | Role: label | Text: "caches" | Bounds: 0.3780,1.2291,0.0267,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > label.caches
ID: mache-401 | Parent: mache-396 | Tag: a | Role: heading | Text: "no comments" | Bounds: 0.4112,1.2291,0.0511,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-402 | Parent: mache-392 | Tag: input | Role: textbox | Text: "checkbox" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > input.caches_button
ID: mache-403 | Parent: mache-392 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > div.caches-dropdown
ID: mache-404 | Parent: mache-403 | Tag: a | Role: link | Text: "Archive.org" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-405 | Parent: mache-403 | Tag: a | Role: link | Text: "Ghostarchive" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-406 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments.zero
ID: mache-407 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,1.2524,0.4927,0.0539 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-408 | Parent: mache-407 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,1.2561,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-409 | Parent: mache-408 | Tag: a | Role: link | Text: "45" | Bounds: 0.2553,1.2561,0.0093,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-410 | Parent: mache-407 | Tag: div | Role: div | Text: "      " | Bounds: 0.2687,1.2561,0.4760,0.0465 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-411 | Parent: mache-410 | Tag: a | Role: link | Text: "The fastest Linux timestamps" | Bounds: 0.2687,1.2606,0.1171,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-412 | Parent: mache-410 | Tag: a | Role: link | Text: "linux" | Bounds: 0.3895,1.2625,0.0168,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_linux
ID: mache-413 | Parent: mache-410 | Tag: a | Role: link | Text: "performance" | Bounds: 0.4101,1.2625,0.0367,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_performance
ID: mache-414 | Parent: mache-410 | Tag: a | Role: link | Text: "hmpcabral.com" | Bounds: 0.4512,1.2606,0.0580,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.domain
ID: mache-415 | Parent: mache-410 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,1.2812,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-416 | Parent: mache-415 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,1.2830,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-417 | Parent: mache-416 | Tag: img | Role: img | Text: "hmpc avatar" | Bounds: 0.2687,1.2847,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-418 | Parent: mache-415 | Tag: a | Role: link | Text: "hmpc - New user" | Bounds: 0.3274,1.2830,0.0212,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-419 | Parent: mache-415 | Tag: label | Role: label | Text: "caches" | Bounds: 0.4063,1.2830,0.0267,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > label.caches
ID: mache-420 | Parent: mache-415 | Tag: a | Role: heading | Text: "2 comments" | Bounds: 0.4395,1.2830,0.0463,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-421 | Parent: mache-410 | Tag: input | Role: textbox | Text: "checkbox" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > input.caches_button
ID: mache-422 | Parent: mache-410 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > div.caches-dropdown
ID: mache-423 | Parent: mache-422 | Tag: a | Role: link | Text: "Archive.org" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-424 | Parent: mache-422 | Tag: a | Role: link | Text: "Ghostarchive" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-425 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments
ID: mache-426 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,1.3064,0.4927,0.0539 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-427 | Parent: mache-426 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,1.3101,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-428 | Parent: mache-427 | Tag: a | Role: link | Text: "77" | Bounds: 0.2553,1.3101,0.0093,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-429 | Parent: mache-426 | Tag: div | Role: div | Text: "      " | Bounds: 0.2687,1.3101,0.4760,0.0465 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-430 | Parent: mache-429 | Tag: a | Role: link | Text: "Asahi Linux Progress Report: Linux 7.0" | Bounds: 0.2687,1.3145,0.1533,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-431 | Parent: mache-429 | Tag: a | Role: link | Text: "linux" | Bounds: 0.4257,1.3164,0.0168,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_linux
ID: mache-432 | Parent: mache-429 | Tag: a | Role: link | Text: "release" | Bounds: 0.4462,1.3164,0.0230,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_release
ID: mache-433 | Parent: mache-429 | Tag: a | Role: link | Text: "asahilinux.org" | Bounds: 0.4736,1.3145,0.0505,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.domain
